ID	姓名	武力	智力	统御	攻击速度	移动速度	攻击距离	攻击范围	资源ID	体积	技能特效	技能缩放比例	品质	阵营ID	武将类型	人物描述	阵型ID	阵型	缘分ID	分解获得基础铜钱数	头像	卡牌	卡牌1	卡牌2	卡牌3	卡牌4	卡牌5	卡牌6	卡牌7	卡牌8	卡牌9	卡牌10	剧情对话头像	声效	偏将加成	空行
10062	曹节	32	75	39	1	85	400	300	huangyueyin_plist	50	mozhua_plist	0	3	3	30002	汉献帝皇后，爱民如子。汉献帝被曹丕逼迫退位后，为追随汉献帝拼死相争。后陪汉献帝为山阳公夫人，致力于救治百姓，兴办教学。	4	ArmyFormation/yuanxingzhen.tmx	40054	5000	heroHead/50073.png	heroCard/40073.png											0	sound/skillRelasebefor/caojie/caojie.mp3	0.1	
10063	朱然	77	40	42	1	95	140	300	zhaoyun_plist	50	ziyun_plist	0	3	2	30001	儿时读书期间和孙权相交甚笃。吕蒙之后，朱然接替他镇守江陵，曹真、夏侯尚、张郃等魏将领重兵围攻江陵六月之久，终攻不下。	5	ArmyFormation/heyizhen.tmx	40084	500	heroHead/50084.png	heroCard/40084.png											0	sound/skillRelasebefor/tongyongnan/tongyongnan5.mp3	0.1	
10064	夏侯霸	88	41	67	1	100	140	300	dongzuo_plist	50	ziyun_plist	0	4	1	30001	魏国名将夏侯渊之子，后弃魏投蜀。夏侯霸的妹妹是张飞的妻子，生有一女为刘禅皇后。大器晚成，依不辱大将之名。	6	ArmyFormation/zhuixingzhen.tmx	40026	500	heroHead/50021.png	heroCard/40021.png											0	sound/skillRelasebefor/tongyongnan/tongyongnan1.mp3	0.1	
10065	关平	85	60	65	1	95	140	300	ganling_plist	50	ziyun_plist	0	4	1	30001	关平冷静沉着，数次劝阻其父冲动之举。且他武勇过人，不逊乃父关羽，曾与庞德大战30回合不分胜负。	6	ArmyFormation/zhuixingzhen.tmx	40014	2000	heroHead/50009.png	heroCard/40009.png											0	sound/skillRelasebefor/tongyongnan/tongyongnan1.mp3	0.1	
10066	孙鲁班	58	73	28	1	85	400	300	zhengmi_plist	50	huangbao_plist	0	3	2	30004	步练师和孙权的女儿，嫁周瑜的儿子周循。个性彪悍，为人小气，重臣皆不喜与之来往。	4	ArmyFormation/yuanxingzhen.tmx	40083	500	heroHead/50083.png	heroCard/40083.png											0	sound/skillRelasebefor/tongyongnv/tongyongnv.mp3	0.1	
10067	朱然	77	40	42	1	95	140	300	zhaoyun_plist	50	ziyun_plist	0	3	2	30001	儿时读书期间和孙权相交甚笃。吕蒙之后，朱然接替他镇守江陵，曹真、夏侯尚、张郃等魏将领重兵围攻江陵六月之久，终攻不下。	5	ArmyFormation/heyizhen.tmx	40084	500	heroHead/50084.png	heroCard/40084.png											0	sound/skillRelasebefor/tongyongnan/tongyongnan5.mp3	0.1	
10068	程普	81	38	62	1	100	140	400	xiahoudun_plist	50	ziyun_plist	0	3	2	30001	程普，吴国三代老臣，天性乐于施予，喜爱结交士大夫。当孙坚和袁绍对立时，与黄盖，韩当一起和袁绍手下大将颜良、文丑对峙。	6	ArmyFormation/zhuixingzhen.tmx	40082	2000	heroHead/50082.png	heroCard/40082.png											0	sound/skillRelasebefor/tongyongnan/tongyongnan6.mp3	0.1	
10069	程普	81	38	62	1	100	140	400	xiahoudun_plist	50	ziyun_plist	0	3	2	30001	程普，吴国三代老臣，天性乐于施予，喜爱结交士大夫。当孙坚和袁绍对立时，与黄盖，韩当一起和袁绍手下大将颜良、文丑对峙。	6	ArmyFormation/zhuixingzhen.tmx	40082	2000	heroHead/50082.png	heroCard/40082.png											0	sound/skillRelasebefor/tongyongnan/tongyongnan6.mp3	0.1	
10070	许褚	98	57	74	1	100	140	300	ganling_plist	50	ziyun_plist	0	4	3	30001	潼关前，怒目圆睁吓退马超，曹操赞：“此吾樊哙也。”。当曹操去世时许褚哭至吐血。	2	ArmyFormation/gouxingzhen.tmx	40053	5000	heroHead/50051.png	heroCard/40051.png											0	sound/skillRelasebefor/xuchu/xuchu.mp3	0.1	
10071	曹节	32	75	39	1	85	400	300	huangyueyin_plist	50	mozhua_plist	0	3	3	30002	汉献帝皇后，爱民如子。汉献帝被曹丕逼迫退位后，为追随汉献帝拼死相争。后陪汉献帝为山阳公夫人，致力于救治百姓，兴办教学。	4	ArmyFormation/yuanxingzhen.tmx	40054	5000	heroHead/50073.png	heroCard/40073.png											0	sound/skillRelasebefor/caojie/caojie.mp3	0.1	
10072	关平	85	60	65	1	95	140	300	ganling_plist	50	ziyun_plist	0	4	1	30001	关平冷静沉着，数次劝阻其父冲动之举。且他武勇过人，不逊乃父关羽，曾与庞德大战30回合不分胜负。	6	ArmyFormation/zhuixingzhen.tmx	40014	2000	heroHead/50009.png	heroCard/40009.png											0	sound/skillRelasebefor/tongyongnan/tongyongnan1.mp3	0.1	
10073	朱然	77	40	42	1	95	140	300	zhaoyun_plist	50	ziyun_plist	0	3	2	30001	儿时读书期间和孙权相交甚笃。吕蒙之后，朱然接替他镇守江陵，曹真、夏侯尚、张郃等魏将领重兵围攻江陵六月之久，终攻不下。	5	ArmyFormation/heyizhen.tmx	40084	500	heroHead/50084.png	heroCard/40084.png											0	sound/skillRelasebefor/tongyongnan/tongyongnan5.mp3	0.1	
10074	曹节	32	75	39	1	85	400	300	huangyueyin_plist	50	mozhua_plist	0	3	3	30002	汉献帝皇后，爱民如子。汉献帝被曹丕逼迫退位后，为追随汉献帝拼死相争。后陪汉献帝为山阳公夫人，致力于救治百姓，兴办教学。	4	ArmyFormation/yuanxingzhen.tmx	40054	5000	heroHead/50073.png	heroCard/40073.png											0	sound/skillRelasebefor/caojie/caojie.mp3	0.1	
10075	朱然	77	40	42	1	95	140	300	zhaoyun_plist	50	ziyun_plist	0	3	2	30001	儿时读书期间和孙权相交甚笃。吕蒙之后，朱然接替他镇守江陵，曹真、夏侯尚、张郃等魏将领重兵围攻江陵六月之久，终攻不下。	5	ArmyFormation/heyizhen.tmx	40084	500	heroHead/50084.png	heroCard/40084.png											0	sound/skillRelasebefor/tongyongnan/tongyongnan5.mp3	0.1	
10076	张绣	69	41	61	1	100	140	300	ganling_plist	50	ziyun_plist	0	3	4	30001	赵云和张任的师兄弟，骠骑将军张济的从子。因曹操纳其遗孀邹夫人，故反曹操，斩杀曹操大将典韦，长子曹昂，后仍旧投降曹魏。	6	ArmyFormation/zhuixingzhen.tmx	40042	500	heroHead/50040.png	heroCard/40040.png											0	sound/skillRelasebefor/tongyongnan/tongyongnan2.mp3	0.1	
10077	皇甫嵩	70	31	39	1	95	140	300	dongzuo_plist	50	ziyun_plist	0	3	4	30001	东汉名将之后，在军旅中，他温恤士卒，甚得众情。他在陈仓同董卓一起大破黄军贼，官拜左车骑将军。	5	ArmyFormation/heyizhen.tmx	40040	2000	heroHead/50038.png	heroCard/40038.png											Dialogue/huangfusong.png	sound/skillRelasebefor/tongyongnan/tongyongnan6.mp3	0.1	
10078	凌操	79	32	65	1	100	140	300	dongzuo_plist	50	ziyun_plist	0	3	2	30001	凌操为人侠义有胆气，孙策锋起淮南时，凌操多从征伐，常登先冠于军中，履行先锋之务。	6	ArmyFormation/zhuixingzhen.tmx	40088	500	heroHead/50088.png	heroCard/40088.png											0	sound/skillRelasebefor/tongyongnan/tongyongnan6.mp3	0.1	
10079	皇甫嵩	70	31	39	1	95	140	300	dongzuo_plist	50	ziyun_plist	0	3	4	30001	东汉名将之后，在军旅中，他温恤士卒，甚得众情。他在陈仓同董卓一起大破黄军贼，官拜左车骑将军。	5	ArmyFormation/heyizhen.tmx	40040	2000	heroHead/50038.png	heroCard/40038.png											Dialogue/huangfusong.png	sound/skillRelasebefor/tongyongnan/tongyongnan6.mp3	0.1	
10080	吕布	115	78	98	1	100	140	300	lvbu_plist	50	ziyun_plist	0	5	4	30001	马中赤兔，人中吕布。天下无双的猛将，力战三英，一支方天画戟无人可敌。为救刘备于水火，辕门射戟，威震三军。	6	ArmyFormation/zhuixingzhen.tmx	40003	5000	heroHead/50024.png	heroCard/40024.png											Dialogue/lvbu.png	sound/skillRelasebefor/lvbu/lvbu.mp3	0.1	
10081	关兴	89	61	62	1	95	140	300	zhaoyun_plist	50	ziyun_plist	0	4	1	30001	关兴跟随刘备参与伐吴的战役，拜为龙骧将军。为报父仇，血拼吴国猛将潘璋，夺回青龙偃月刀。	4	ArmyFormation/yanxingzhen.tmx	40022	500	heroHead/50017.png	heroCard/40017.png											0	sound/skillRelasebefor/tongyongnan/tongyongnan1.mp3	0.1	
10082	凌统	90	68	69	1	95	400	300	chaochao_plist	50	mozhua_plist	0	4	2	30002	吴国凌统，合肥之战，为孙权断后，力战到孙权离开。凌统亲待贤人，接近士人，轻财重义，被誉为有国士之风。	3	ArmyFormation/yanxingzhen.tmx	40076	2000	heroHead/50076.png	heroCard/40076.png											0	sound/skillRelasebefor/tongyongnan/tongyongnan5.mp3	0.1	
10083	袁绍	78	54	58	1	95	140	300	xiahoudun_plist	50	ziyun_plist	0	4	4	30001	袁绍出身四世三公，讨伐董卓时是十八路联军的统帅。原本是个养尊处优的公子哥，后南征北战，在界桥大败公孙瓒，名动天下。	5	ArmyFormation/heyizhen.tmx	40033	2000	heroHead/50031.png	heroCard/40031.png											0	sound/skillRelasebefor/tongyongnan/tongyongnan3.mp3	0.1	
10084	魏延	95	55	69	1	100	140	300	xiahoudun_plist	50	ziyun_plist	0	4	1	30001	魏延雁桥之战中生擒刘璋麾下名将张任，受到刘备的赞赏和重用。刘备称王后，破格提拔魏延为汉中都督、汉中太守。	6	ArmyFormation/zhuixingzhen.tmx	40016	2000	heroHead/50011.png	heroCard/40011.png											0	sound/skillRelasebefor/tongyongnan/tongyongnan6.mp3	0.1	
10085	严颜	92	66	67	1	95	140	300	dongzuo_plist	50	ziyun_plist	0	4	1	30001	严颜曾为江州太守，后江州被破后，张飞义赦严颜。白发居西蜀，清名震大邦。忠心如皎日，浩气卷长江。	5	ArmyFormation/heyizhen.tmx	40027	500	heroHead/50022.png	heroCard/40022.png											0	sound/skillRelasebefor/tongyongnan/tongyongnan6.mp3	0.1	
10086	夏侯霸	88	41	67	1	100	140	300	dongzuo_plist	50	ziyun_plist	0	4	1	30001	魏国名将夏侯渊之子，后弃魏投蜀。夏侯霸的妹妹是张飞的妻子，生有一女为刘禅皇后。大器晚成，依不辱大将之名。	6	ArmyFormation/zhuixingzhen.tmx	40026	500	heroHead/50021.png	heroCard/40021.png											0	sound/skillRelasebefor/tongyongnan/tongyongnan1.mp3	0.1	
10087	孟获	91	48	75	1	100	140	300	ganling_plist	50	ziyun_plist	0	4	4	30001	南中一带少数民族的首领，被诸葛亮七擒七纵，最终折服，手下有最强步兵之一藤甲兵。	6	ArmyFormation/zhuixingzhen.tmx	40029	5000	heroHead/50027.png	heroCard/40027.png											0	sound/skillRelasebefor/menghuo/menghuo.mp3	0.1	
10088	法正	51	98	71	1	85	400	300	liubei_plist	50	moyun_plist	0	4	1	30003	法正原是刘璋部下，后投靠刘备。他善于奇谋，被陈寿称赞为蜀国的程昱和郭嘉，在刘备进取汉中时，献计将曹操大将夏侯渊斩首。	1	ArmyFormation/changshezhen.tmx	40018	2000	heroHead/50013.png	heroCard/40013.png											0	sound/skillRelasebefor/tongyongnan/tongyongnan3.mp3	0.1	
10089	典韦	99	58	72	1	100	140	300	dongzuo_plist	50	ziyun_plist	0	4	3	30001	曹操的贴身侍卫，濮阳战吕布十数回合不分胜负，天生膂力过人，追随夏侯惇多有立功。	6	ArmyFormation/zhuixingzhen.tmx	40052	5000	heroHead/50050.png	heroCard/40050.png											0	sound/skillRelasebefor/dianwei/dianwei.mp3	0.1	
10090	吕布	115	78	98	1	100	140	300	lvbu_plist	50	ziyun_plist	0	5	4	30001	马中赤兔，人中吕布。天下无双的猛将，力战三英，一支方天画戟无人可敌。为救刘备于水火，辕门射戟，威震三军。	6	ArmyFormation/zhuixingzhen.tmx	40003	5000	heroHead/50024.png	heroCard/40024.png											Dialogue/lvbu.png	sound/skillRelasebefor/lvbu/lvbu.mp3	0.1	
10091	关平	85	60	65	1	95	140	300	ganling_plist	50	ziyun_plist	0	4	1	30001	关平冷静沉着，数次劝阻其父冲动之举。且他武勇过人，不逊乃父关羽，曾与庞德大战30回合不分胜负。	6	ArmyFormation/zhuixingzhen.tmx	40014	2000	heroHead/50009.png	heroCard/40009.png											0	sound/skillRelasebefor/tongyongnan/tongyongnan1.mp3	0.1	
10092	曹彰	89	44	58	1	100	140	300	xiahoudun_plist	50	ziyun_plist	0	4	3	30001	曹操长子，武艺壮猛，有将领之气。征乌桓，吓的乌桓首领轲比能臣服，威震塞外。	6	ArmyFormation/zhuixingzhen.tmx	40056	2000	heroHead/50054.png	heroCard/40054.png											0	sound/skillRelasebefor/tongyongnan/tongyongnan3.mp3	0.1	
10093	高顺	84	57	88	1	100	140	300	zhaoyun_plist	50	ziyun_plist	0	4	4	30001	高顺为人清白有威严，率领吕布最强兵“陷阵营”。下邳城前独斗夏侯惇三十余合，一直忠于吕布终生不叛。	2	ArmyFormation/gouxingzhen.tmx	40044	500	heroHead/50036.png	heroCard/40036.png											Dialogue/gaoshun.png	sound/skillRelasebefor/tongyongnan/tongyongnan3.mp3	0.1	
10094	陈宫	55	96	78	1	85	400	400	simayi_plist	50	moyun_plist	0	4	4	30003	吕布第一谋臣，引领吕布进入兖州为主，一时之间兖州数郡郡守皆响应起事，曾数度击败曹操。	1	ArmyFormation/changshezhen.tmx	40039	2000	heroHead/50037.png	heroCard/40037.png											0	sound/skillRelasebefor/tongyongnan/tongyongnan3.mp3	0.1	
10095	公孙瓒	75	61	61	1	95	140	300	xiahoudun_plist	50	ziyun_plist	0	4	4	30001	公孙瓒和刘备皆师从卢植，在幽州时领三千骑兵破张纯，威震塞外，后黄巾之乱领三万精兵，斩首三万，俘虏七万。	5	ArmyFormation/heyizhen.tmx	40043	500	heroHead/50041.png	heroCard/40041.png											0	sound/skillRelasebefor/tongyongnan/tongyongnan3.mp3	0.1	
10096	陈宫	55	96	78	1	85	400	400	simayi_plist	50	moyun_plist	0	4	4	30003	吕布第一谋臣，引领吕布进入兖州为主，一时之间兖州数郡郡守皆响应起事，曾数度击败曹操。	1	ArmyFormation/changshezhen.tmx	40039	2000	heroHead/50037.png	heroCard/40037.png											0	sound/skillRelasebefor/tongyongnan/tongyongnan3.mp3	0.1	
10097	庞德	92	63	68	1	100	140	300	zhaoyun_plist	50	ziyun_plist	0	4	3	30001	庞德每次出征常冲锋陷阵，勇冠凉州三军。投靠曹操后，与关羽大战，射中关羽前额。	6	ArmyFormation/zhuixingzhen.tmx	40060	2000	heroHead/50058.png	heroCard/40058.png											0	sound/skillRelasebefor/tongyongnan/tongyongnan1.mp3	0.1	
10098	诸葛瑾	47	94	59	1	95	400	300	zhouyu_plist	50	mozhua_plist	0	4	2	30002	诸葛瑾是诸葛亮之兄。江东重臣，诸葛瑾促成猇亭之役以后的吴、蜀言归于好。	3	ArmyFormation/yanxingzhen.tmx	40086	500	heroHead/50086.png	heroCard/40086.png											0	sound/skillRelasebefor/tongyongnan/tongyongnan5.mp3	0.1	
10099	张任	79	57	54	1	100	400	300	sunquan_plist	50	mozhua_plist	0	4	4	30002	童渊的大弟子，深得童渊绝技百鸟朝凤枪。侍奉刘璋，守卫成都，射杀庞统于落凤坡。后刘璋投降，志节不改，终不降。	6	ArmyFormation/zhuixingzhen.tmx	40046	500	heroHead/50044.png	heroCard/40044.png											0	sound/skillRelasebefor/tongyongnan/tongyongnan4.mp3	0.1	
10100	司马懿	81	110	102	1	85	400	400	simayi_plist	50	mozhua_plist	0	5	3	30002	司马懿辅佐了魏国四代的托孤辅政之重臣，后期成为掌控魏国朝政的权臣。一生中多次与诸葛亮对阵，各有胜败。	4	ArmyFormation/yuanxingzhen.tmx	40048	5000	heroHead/50046.png	heroCard/40046.png											0	sound/skillRelasebefor/simayi/simayi.mp3	0.1	
10101	潘璋	88	52	75	1	100	140	300	ganling_plist	50	ziyun_plist	0	4	2	30001	潘璋为人粗猛，禁令肃然。荆州之战，追随吕蒙，擒杀关羽父子于麦城。	6	ArmyFormation/zhuixingzhen.tmx	40087	500	heroHead/50087.png	heroCard/40087.png											0	sound/skillRelasebefor/tongyongnan/tongyongnan1.mp3	0.1	
10102	张郃	91	59	61	1	100	140	300	dongzuo_plist	50	ziyun_plist	0	4	3	30001	张郃以前跟随袁绍，后追随曹操。张郃披肩甲、执利器，攻无不克，街亭之战，大显神威，杀得马谡丢盔卸甲。	6	ArmyFormation/zhuixingzhen.tmx	40065	500	heroHead/50063.png	heroCard/40063.png											0	sound/skillRelasebefor/tongyongnan/tongyongnan1.mp3	0.1	
10103	关兴	89	61	62	1	95	140	300	zhaoyun_plist	50	ziyun_plist	0	4	1	30001	关兴跟随刘备参与伐吴的战役，拜为龙骧将军。为报父仇，血拼吴国猛将潘璋，夺回青龙偃月刀。	4	ArmyFormation/yanxingzhen.tmx	40022	500	heroHead/50017.png	heroCard/40017.png											0	sound/skillRelasebefor/tongyongnan/tongyongnan1.mp3	0.1	
10104	许褚	98	57	74	1	100	140	300	ganling_plist	50	ziyun_plist	0	4	3	30001	潼关前，怒目圆睁吓退马超，曹操赞：“此吾樊哙也。”。当曹操去世时许褚哭至吐血。	2	ArmyFormation/gouxingzhen.tmx	40053	5000	heroHead/50051.png	heroCard/40051.png											0	sound/skillRelasebefor/xuchu/xuchu.mp3	0.1	
10105	严颜	92	66	67	1	95	140	300	dongzuo_plist	50	ziyun_plist	0	4	1	30001	严颜曾为江州太守，后江州被破后，张飞义赦严颜。白发居西蜀，清名震大邦。忠心如皎日，浩气卷长江。	5	ArmyFormation/heyizhen.tmx	40027	500	heroHead/50022.png	heroCard/40022.png											0	sound/skillRelasebefor/tongyongnan/tongyongnan6.mp3	0.1	
10106	文丑	94	57	67	1	100	140	300	ganling_plist	50	ziyun_plist	0	4	4	30001	河北名将，拥有凡人不能比拟的勇武，同颜良有着极其过硬的交情。后同颜良一起败给武圣关羽。	6	ArmyFormation/zhuixingzhen.tmx	40036	2000	heroHead/50034.png	heroCard/40034.png											0	sound/skillRelasebefor/tongyongnan/tongyongnan3.mp3	0.1	
10107	诸葛瑾	47	94	59	1	95	400	300	zhouyu_plist	50	mozhua_plist	0	4	2	30002	诸葛瑾是诸葛亮之兄。江东重臣，诸葛瑾促成猇亭之役以后的吴、蜀言归于好。	3	ArmyFormation/yanxingzhen.tmx	40086	500	heroHead/50086.png	heroCard/40086.png											0	sound/skillRelasebefor/tongyongnan/tongyongnan5.mp3	0.1	
10108	陈宫	55	96	78	1	85	400	400	simayi_plist	50	moyun_plist	0	4	4	30003	吕布第一谋臣，引领吕布进入兖州为主，一时之间兖州数郡郡守皆响应起事，曾数度击败曹操。	1	ArmyFormation/changshezhen.tmx	40039	2000	heroHead/50037.png	heroCard/40037.png											0	sound/skillRelasebefor/tongyongnan/tongyongnan3.mp3	0.1	
10109	虞翻	43	88	57	1	85	400	400	zhouyu_plist	50	moyun_plist	0	4	2	30003	虞翻性情疏直，多次犯颜谏争，且性多不协俗，屡使孙权大怒，多亏诸葛瑾求情免祸。	1	ArmyFormation/changshezhen.tmx	40085	500	heroHead/50085.png	heroCard/40085.png											0	sound/skillRelasebefor/tongyongnan/tongyongnan4.mp3	0.1	
10110	吕蒙	102	84	99	1	95	140	400	ganling_plist	50	ziyun_plist	0	5	2	30001	吕蒙跟随周瑜、程普等人在赤壁大破曹操。白衣渡江，荆州一战，胜关羽，大大扩大江东版图。	6	ArmyFormation/heyizhen.tmx	40074	5000	heroHead/50074.png	heroCard/40074.png											0	sound/skillRelasebefor/lvmeng/lvmeng.mp3	0.1	
10111	于禁	93	64	67	1	95	140	300	xiahoudun_plist	50	ziyun_plist	0	4	3	30001	于禁早年就跟随曹操。曹操每次征伐，于禁不是用为行军前锋，就是用为后拒。可惜晚节不保，关羽水淹七军时，投降蜀汉。	3	ArmyFormation/yanxingzhen.tmx	40068	500	heroHead/50066.png	heroCard/40066.png											0	sound/skillRelasebefor/tongyongnan/tongyongnan5.mp3	0.1	
10112	孟获	91	48	75	1	100	140	300	ganling_plist	50	ziyun_plist	0	4	4	30001	南中一带少数民族的首领，被诸葛亮七擒七纵，最终折服，手下有最强步兵之一藤甲兵。	6	ArmyFormation/zhuixingzhen.tmx	40029	5000	heroHead/50027.png	heroCard/40027.png											0	sound/skillRelasebefor/menghuo/menghuo.mp3	0.1	
10113	高顺	84	57	88	1	100	140	300	zhaoyun_plist	50	ziyun_plist	0	4	4	30001	高顺为人清白有威严，率领吕布最强兵“陷阵营”。下邳城前独斗夏侯惇三十余合，一直忠于吕布终生不叛。	2	ArmyFormation/gouxingzhen.tmx	40044	500	heroHead/50036.png	heroCard/40036.png											Dialogue/gaoshun.png	sound/skillRelasebefor/tongyongnan/tongyongnan3.mp3	0.1	
10114	袁绍	78	54	58	1	95	140	300	xiahoudun_plist	50	ziyun_plist	0	4	4	30001	袁绍出身四世三公，讨伐董卓时是十八路联军的统帅。原本是个养尊处优的公子哥，后南征北战，在界桥大败公孙瓒，名动天下。	5	ArmyFormation/heyizhen.tmx	40033	2000	heroHead/50031.png	heroCard/40031.png											0	sound/skillRelasebefor/tongyongnan/tongyongnan3.mp3	0.1	
10115	孟获	91	48	75	1	100	140	300	ganling_plist	50	ziyun_plist	0	4	4	30001	南中一带少数民族的首领，被诸葛亮七擒七纵，最终折服，手下有最强步兵之一藤甲兵。	6	ArmyFormation/zhuixingzhen.tmx	40029	5000	heroHead/50027.png	heroCard/40027.png											0	sound/skillRelasebefor/menghuo/menghuo.mp3	0.1	
10116	张郃	91	59	61	1	100	140	300	dongzuo_plist	50	ziyun_plist	0	4	3	30001	张郃以前跟随袁绍，后追随曹操。张郃披肩甲、执利器，攻无不克，街亭之战，大显神威，杀得马谡丢盔卸甲。	6	ArmyFormation/zhuixingzhen.tmx	40065	500	heroHead/50063.png	heroCard/40063.png											0	sound/skillRelasebefor/tongyongnan/tongyongnan1.mp3	0.1	
10117	关平	85	60	65	1	95	140	300	ganling_plist	50	ziyun_plist	0	4	1	30001	关平冷静沉着，数次劝阻其父冲动之举。且他武勇过人，不逊乃父关羽，曾与庞德大战30回合不分胜负。	6	ArmyFormation/zhuixingzhen.tmx	40014	2000	heroHead/50009.png	heroCard/40009.png											0	sound/skillRelasebefor/tongyongnan/tongyongnan1.mp3	0.1	
10118	徐晃	92	65	62	1	95	140	300	ganling_plist	50	ziyun_plist	0	4	3	30001	徐晃，魏国名将，有周亚夫之美誉。官渡之战，由荀攸举荐，带精兵火烧官渡粮草，直接导致袁绍的失败。	2	ArmyFormation/heyizhen.tmx	40066	500	heroHead/50064.png	heroCard/40064.png											0	sound/skillRelasebefor/tongyongnan/tongyongnan2.mp3	0.1	
10119	严颜	92	66	67	1	95	140	300	dongzuo_plist	50	ziyun_plist	0	4	1	30001	严颜曾为江州太守，后江州被破后，张飞义赦严颜。白发居西蜀，清名震大邦。忠心如皎日，浩气卷长江。	5	ArmyFormation/heyizhen.tmx	40027	500	heroHead/50022.png	heroCard/40022.png											0	sound/skillRelasebefor/tongyongnan/tongyongnan6.mp3	0.1	
10120	贾诩	76	113	100	1	85	400	400	sunquan_plist	50	mozhua_plist	0	5	3	30002	贾诩智谋天下无双，董卓死后，为李催，郭汜献计成功赶走吕布。后贾诩投降曹魏后，使用离间计搞垮马超和韩遂军团。	3	ArmyFormation/changshezhen.tmx	40067	500	heroHead/50065.png	heroCard/40065.png											0	sound/skillRelasebefor/tongyongnan/tongyongnan2.mp3	0.1	
10121	张春华	69	97	85	1	85	400	400	zhengmi_plist	50	huangbao_plist	0	5	3	30004	司马懿之妻，其人当机立断，性格刚直，智慧见识过人。育有三子，司马师，司马昭，司马干皆是文武全才。	1	ArmyFormation/changshezhen.tmx	40059	2000	heroHead/50057.png	heroCard/40057.png											0	sound/skillRelasebefor/tongyongnv/tongyongnv.mp3	0.1	
10122	刘备	95	89	98	1	95	140	300	liubei_plist	50	ziyun_plist	0	5	1	30001	曾在市卖草鞋，一日崛起为帝王。刘备，蜀汉政权的建立者，三国乱世众多英雄的佼佼者，知人待士，百折不挠的真人杰。	5	ArmyFormation/heyizhen.tmx	40007	5000	heroHead/50001.png	heroCard/40001.png											Dialogue/liubei.png	sound/skillRelasebefor/liubei/liubei.mp3	0.1	
10123	赵云	110	88	95	1	95	140	300	zhaoyun_plist	50	ziyun_plist	0	5	1	30001	蜀汉名将，浑身是胆。赵云早年跟随公孙瓒，后追随先主刘备，后主刘禅，被誉为虎威将军，一生鲜有败绩。	2	ArmyFormation/gouxingzhen.tmx	40001	5000	heroHead/50005.png	heroCard/40005.png											0	sound/skillRelasebefor/zhaoyun/zhaoyun.mp3	0.1	
10124	吕玲绮	108	81	88	1	100	140	300	diaocan_plist	50	ziyun_plist	0	5	4	30001	吕布之女，虽不及父亲勇猛，但也是千人敌。绝色无双，头戴凤冠，于万军中依旧来去自如。	2	ArmyFormation/gouxingzhen.tmx	40031	5000	heroHead/50029.png	heroCard/40029.png											Dialogue/lvlingqi.png	sound/skillRelasebefor/lvlingqi/lvlingqi.mp3	0.1	
10125	马超	107	81	87	1	100	140	300	ganling_plist	50	ziyun_plist	0	5	1	30001	锦马超，关中第一猛将，潼关之战大破曹军。甚得羌、胡心，西州畏之，后归顺刘备，蜀汉五虎上将之一。	2	ArmyFormation/gouxingzhen.tmx	40010	5000	heroHead/50004.png	heroCard/40004.png											0	sound/skillRelasebefor/machao/machao.mp3	0.1	
10126	吕玲绮	108	81	88	1	100	140	300	diaocan_plist	50	ziyun_plist	0	5	4	30001	吕布之女，虽不及父亲勇猛，但也是千人敌。绝色无双，头戴凤冠，于万军中依旧来去自如。	2	ArmyFormation/gouxingzhen.tmx	40031	5000	heroHead/50029.png	heroCard/40029.png											Dialogue/lvlingqi.png	sound/skillRelasebefor/lvlingqi/lvlingqi.mp3	0.1	
10127	甄姬	83	107	89	1	95	400	400	zhengmi_plist	50	mozhua_plist	0	5	3	30002	文昭甄皇后少时就懂救济乡里，后先后嫁给袁熙，曹丕，孝顺婆婆，著有诗歌《塘上行》。	3	ArmyFormation/yanxingzhen.tmx	40049	5000	heroHead/50047.png	heroCard/40047.png											0	sound/skillRelasebefor/zhengji/zhengji.mp3	0.1	
10128	黄忠	106	82	89	1	100	140	300	xiahoudun_plist	50	ziyun_plist	0	5	1	30001	黄忠自同魏延投靠刘备后，屡立战功。他常先登陷阵，勇毅冠三军。定军山一战大显神威，击败魏国名将夏侯渊。	1	ArmyFormation/zhuixingzhen.tmx	40021	2000	heroHead/50016.png	heroCard/40016.png											0	sound/skillRelasebefor/tongyongnan/tongyongnan2.mp3	0.1	
10129	刘备	95	89	98	1	95	140	300	liubei_plist	50	ziyun_plist	0	5	1	30001	曾在市卖草鞋，一日崛起为帝王。刘备，蜀汉政权的建立者，三国乱世众多英雄的佼佼者，知人待士，百折不挠的真人杰。	5	ArmyFormation/heyizhen.tmx	40007	5000	heroHead/50001.png	heroCard/40001.png											Dialogue/liubei.png	sound/skillRelasebefor/liubei/liubei.mp3	0.1	
10130	庞统	77	109	100	1	85	400	400	simayi_plist	50	mozhua_plist	0	5	1	30002	庞统，卧龙凤雏中的凤雏，入曹营献连环计，终实现火烧赤壁，大败曹军。后助刘备收服刘璋，占据巴蜀之地。	4	ArmyFormation/yuanxingzhen.tmx	40020	2000	heroHead/50015.png	heroCard/40015.png											0	sound/skillRelasebefor/tongyongnan/tongyongnan2.mp3	0.1	
