英雄ID	阶级	展示名称	主动技能ID	被动技能1ID	被动技能2ID	被动技能3ID	被动技能4ID	被动技能5ID	被动技能6ID	空行												
107	3	귀•감녕	101107	10																		
107	4	신•감녕	101107	10	11																	
107	5	성•감녕	102107	10	11																	
107	6	왕•감녕	102107	10	11	12																
107	7	황•감녕	103107	10	11	12																
108	1	태사자	100108																			
108	2	진•태사자	100108	10																		
108	3	귀•태사자	101108	10																		
108	4	신•태사자	101108	10	11																	
108	5	성•태사자	102108	10	11																	
108	6	왕•태사자	102108	10	11	12																
108	7	황•태사자	103108	10	11	12																
109	1	주유	200109																			
109	2	진•주유	200109	4																		
109	3	귀•주유	201109	4																		
109	4	신•주유	201109	4	5																	
109	5	성•주유	202109	4	5																	
109	6	왕•주유	202109	4	5	6																
109	7	황•주유	203109	4	5	6																
110	1	대교	400110																			
110	2	진•대교	400110	7																		
110	3	귀•대교	401110	7																		
110	4	신•대교	401110	7	8																	
110	5	성•대교	402110	7	8																	
110	6	왕•대교	402110	7	8	9																
110	7	황•대교	403110	7	8	9																
111	1	소교	400111																			
111	2	진•소교	400111	7																		
111	3	귀•소교	401111	7																		
111	4	신•소교	401111	7	8																	
111	5	성•소교	402111	7	8																	
111	6	왕•소교	402111	7	8	9																
111	7	황•소교	403111	7	8	9																
112	1	여몽	100112																			
112	2	진•여몽	100112	10																		
112	3	귀•여몽	101112	10																		
112	4	신•여몽	101112	10	11																	
112	5	성•여몽	102112	10	11																	
112	6	왕•여몽	102112	10	11	12																
112	7	황•여몽	103112	10	11	12																
113	1	손견	100113																			
113	2	진•손견	100113	10																		
113	3	귀•손견	101113	10																		
113	4	신•손견	101113	10	11																	
113	5	성•손견	102113	10	11																	
113	6	왕•손견	102113	10	11	12																
113	7	황•손견	103113	10	11	12																
114	1	초선(환)	300114,310114,320114																			
114	2	진•초선(환)	300114,310114,320114	1																		
114	3	귀•초선(환)	301114,311114,321114	1																		
114	4	신•초선(환)	301114,311114,321114	1	2																	
114	5	성•초선(환)	302114,312114,322114	1	2																	
114	6	왕•초선(환)	302114,312114,322114	1	2	3																
114	7	황•초선(환)	303114,313114,323114	1	2	3																
114	8	도•초선(환)	303114,313114,323114	1	2	3	1000022															
114	9	마•초선(환)	304114,314114,324114	1	2	3	1000022	1000000														
114	10	멸•초선(환)	304114,314114,324114	1	2	3	1000022	1000000	1000041													
115	1	축융(환)	200115,210115																			
115	2	진•축융(환)	200115,210115	1																		
115	3	귀•축융(환)	201115,211115	1																		
115	4	신•축융(환)	201115,211115	1	2																	
115	5	성•축융(환)	202115,212115	1	2																	
115	6	왕•축융(환)	202115,212115	1	2	3																
115	7	황•축융(환)	203115,213115	1	2	3																
115	8	도•축융(환)	203115,213115	1	2	3	1000040															
115	9	마•축융(환)	204115,214115	1	2	3	1000040	1000000														
115	10	멸•축융(환)	204115,214115	1	2	3	1000040	1000000	1000024													
116	1	소교(환)	400116																			
116	2	진•소교(환)	400116	1																		
116	3	귀•소교(환)	401116	1																		
116	4	신•소교(환)	401116	1	2																	
116	5	성•소교(환)	402116	1	2																	
116	6	왕•소교(환)	402116	1	2	3																
116	7	황•소교(환)	403116	1	2	3																
116	8	도•소교(환)	403116	1	2	3	1000003															
116	9	마•소교(환)	404116	1	2	3	1000003	1000002														
116	10	멸•소교(환)	404116	1	2	3	1000003	1000002	1000035													
117	1	장비(환)	100117																			
117	2	진•장비(환)	100117	1																		
117	3	귀•장비(환)	101117	1																		
117	4	신•장비(환)	101117	1	2																	
117	5	성•장비(환)	102117	1	2																	
117	6	왕•장비(환)	102117	1	2	3																
117	7	황•장비(환)	103117	1	2	3																
117	8	도•장비(환)	103117	1	2	3	1000026															
117	9	마•장비(환)	104117	1	2	3	1000026	1000008														
117	10	멸•장비(환)	104117	1	2	3	1000026	1000008	1000036													
118	1	손상향(환)	300118																			
118	2	진•손상향(환)	300118	1																		
118	3	귀•손상향(환)	301118	1																		
118	4	신•손상향(환)	301118	1	2																	
118	5	성•손상향(환)	302118	1	2																	
118	6	왕•손상향(환)	302118	1	2	3																
118	7	황•손상향(환)	303118	1	2	3																
118	8	도•손상향(환)	303118	1	2	3	1000002															
118	9	마•손상향(환)	304118	1	2	3	1000002	1000027														
118	10	멸•손상향(환)	304118	1	2	3	1000002	1000027	1000043													
119	1	유비(환)	100119,110119,120119																			
119	2	진•유비(환)	100119,110119,120119	1																		
119	3	귀•유비(환)	101119,111119,121119	1																		
119	4	신•유비(환)	101119,111119,121119	1	2																	
119	5	성•유비(환)	102119,112119,122119	1	2																	
119	6	왕•유비(환)	102119,112119,122119	1	2	3																
119	7	황•유비(환)	103119,113119,123119	1	2	3																
119	8	도•유비(환)	103119,113119,123119	1	2	3	1000015															
119	9	마•유비(환)	104119,114119,124119	1	2	3	1000015	1000021														
119	10	멸•유비(환)	104119,114119,124119	1	2	3	1000015	1000021	1000024													
120	1	제갈량(환)	300120,310120																			
120	2	진•제갈량(환)	300120,310120	1																		
120	3	귀•제갈량(환)	301120,311120	1																		
120	4	신•제갈량(환)	301120,311120	1	2																	
120	5	성•제갈량(환)	302120,312120	1	2																	
120	6	왕•제갈량(환)	302120,312120	1	2	3																
120	7	황•제갈량(환)	303120,313120	1	2	3																
120	8	도•제갈량(환)	303120,313120	1	2	3	1000019															
120	9	마•제갈량(환)	304120,314120	1	2	3	1000019	1000010														
120	10	멸•제갈량(환)	304120,314120	1	2	3	1000019	1000010	1000037													
121	1	여령기(환)	100121,110121																			
121	2	진•여령기(환)	100121,110121	1																		
121	3	귀•여령기(환)	101121,111121	1																		
121	4	신•여령기(환)	101121,111121	1	2																	
121	5	성•여령기(환)	102121,112121	1	2																	
121	6	왕•여령기(환)	102121,112121	1	2	3																
121	7	황•여령기(환)	103121,113121	1	2	3																
121	8	도•여령기(환)	103121,113121	1	2	3	1000000															
121	9	마•여령기(환)	104121,114121	1	2	3	1000000	1000014														
121	10	멸•여령기(환)	104121,114121	1	2	3	1000000	1000014	1000009													
122	1	하후돈(환)	100122																			
122	2	진•하후돈(환)	100122	1																		
122	3	귀•하후돈(환)	101122	1																		
122	4	신•하후돈(환)	101122	1	2																	
122	5	성•하후돈(환)	102122	1	2																	
122	6	왕•하후돈(환)	102122	1	2	3																
122	7	황•하후돈(환)	103122	1	2	3																
122	8	도•하후돈(환)	103122	1	2	3	1000001															
122	9	마•하후돈(환)	104122	1	2	3	1000001	1000008														
122	10	멸•하후돈(환)	104122	1	2	3	1000001	1000008	1000011													
123	1	견희(환)	200123,210123																			
123	2	진•견희(환)	200123,210123	1																		
123	3	귀•견희(환)	201123,211123	1																		
123	4	신•견희(환)	201123,211123	1	2																	
123	5	성•견희(환)	202123,212123	1	2																	
123	6	왕•견희(환)	202123,212123	1	2	3																
123	7	황•견희(환)	203123,213123	1	2	3																
123	8	도•견희(환)	203123,213123	1	2	3	1000000															
123	9	마•견희(환)	204123,214123	1	2	3	1000000	1000002														
123	10	멸•견희(환)	204123,214123	1	2	3	1000000	1000002	1000044													
124	1	채문희(환)	400124																			
124	2	진•채문희(환)	400124	1																		
124	3	귀•채문희(환)	401124	1																		
124	4	신•채문희(환)	401124	1	2																	
124	5	성•채문희(환)	402124	1	2																	
124	6	왕•채문희(환)	402124	1	2	3																
124	7	황•채문희(환)	403124	1	2	3																
124	8	도•채문희(환)	403124	1	2	3	1000002															
124	9	마•채문희(환)	404124	1	2	3	1000002	1000010														
124	10	멸•채문희(환)	404124	1	2	3	1000002	1000010	1000024													
125	1	주유(환)	200125																			
125	2	진•주유(환)	200125	1																		
125	3	귀•주유(환)	201125	1																		
125	4	신•주유(환)	201125	1	2																	
125	5	성•주유(환)	202125	1	2																	
125	6	왕•주유(환)	202125	1	2	3																
125	7	황•주유(환)	203125	1	2	3																
125	8	도•주유(환)	203125	1	2	3	1000002															
125	9	마•주유(환)	204125	1	2	3	1000002	1000027														
125	10	멸•주유(환)	204125	1	2	3	1000002	1000027	1000006													
126	1	장료(환)	100126,110126																			
126	2	진•장료(환)	100126,110126	1																		
126	3	귀•장료(환)	101126,111126	1																		
126	4	신•장료(환)	101126,111126	1	2																	
126	5	성•장료(환)	102126,112126	1	2																	
126	6	왕•장료(환)	102126,112126	1	2	3																
126	7	황•장료(환)	103126,113126	1	2	3																
126	8	도•장료(환)	103126,113126	1	2	3	1000014															
126	9	마•장료(환)	104126,114126	1	2	3	1000014	1000010														
126	10	멸•장료(환)	104126,114126	1	2	3	1000014	1000010	1000035													
127	1	관우(환)	100127,110127																			
127	2	진•관우(환)	100127,110127	1																		
127	3	귀•관우(환)	101127,111127	1																		
127	4	신•관우(환)	101127,111127	1	2																	
127	5	성•관우(환)	102127,112127	1	2																	
127	6	왕•관우(환)	102127,112127	1	2	3																
127	7	황•관우(환)	103127,113127	1	2	3																
127	8	도•관우(환)	103127,113127	1	2	3	1000014															
127	9	마•관우(환)	104127,114127	1	2	3	1000014	1000025														
127	10	멸•관우(환)	104127,114127	1	2	3	1000014	1000025	1000034													
128	1	조조(환)	200128,210128,220128																			
128	2	진•조조(환)	200128,210128,220128	1																		
128	3	귀•조조(환)	201128,211128,221128	1																		
128	4	신•조조(환)	201128,211128,221128	1	2																	
128	5	성•조조(환)	202128,212128,222128	1	2																	
128	6	왕•조조(환)	202128,212128,222128	1	2	3																
128	7	황•조조(환)	203128,213128,223128	1	2	3																
128	8	도•조조(환)	203128,213128,223128	1	2	3	1000015															
128	9	마•조조(환)	204128,214128,224128	1	2	3	1000015	1000021														
128	10	멸•조조(환)	204128,214128,224128	1	2	3	1000015	1000021	1000024													
129	1	조운(환)	100129,110129																			
129	2	진•조운(환)	100129,110129	1																		
129	3	귀•조운(환)	101129,111129	1																		
129	4	신•조운(환)	101129,111129	1	2																	
129	5	성•조운(환)	102129,112129	1	2																	
129	6	왕•조운(환)	102129,112129	1	2	3																
129	7	황•조운(환)	103129,113129	1	2	3																
129	8	도•조운(환)	103129,113129	1	2	3	1000014															
129	9	마•조운(환)	104129,114129	1	2	3	1000014	1000000														
129	10	멸•조운(환)	104129,114129	1	2	3	1000014	1000000	1000013													
130	1	여포(환)	100130,110130																			
130	2	진•여포(환)	100130,110130	1																		
130	3	귀•여포(환)	101130,111130	1																		
130	4	신•여포(환)	101130,111130	1	2																	
130	5	성•여포(환)	102130,112130	1	2																	
130	6	왕•여포(환)	102130,112130	1	2	3																
130	7	황•여포(환)	103130,113130	1	2	3																
130	8	도•여포(환)	103130,113130	1	2	3	1000022															
130	9	마•여포(환)	104130,114130	1	2	3	1000022	1000014														
130	10	멸•여포(환)	104130,114130	1	2	3	1000022	1000014	1000029													
131	1	손권(환)	300131,310131,320131																			
131	2	진•손권(환)	300131,310131,320131	1																		
131	3	귀•손권(환)	301131,311131,321131	1																		
131	4	신•손권(환)	301131,311131,321131	1	2																	
131	5	성•손권(환)	302131,312131,322131	1	2																	
131	6	왕•손권(환)	302131,312131,322131	1	2	3																
131	7	황•손권(환)	303131,313131,323131	1	2	3																
131	8	도•손권(환)	303131,313131,323131	1	2	3	1000015															
131	9	마•손권(환)	304131,314131,324131	1	2	3	1000015	1000021														
131	10	멸•손권(환)	304131,314131,324131	1	2	3	1000015	1000021	1000024													
132	1	육손(현)	200132,210132																			
132	2	진•육손(현)	200132,210132	1																		
132	3	귀•육손(현)	201132,211132	1																		
132	4	신•육손(현)	201132,211132	1	2																	
132	5	성•육손(현)	202132,212132	1	2																	
132	6	왕•육손(현)	202132,212132	1	2	3																
132	7	황•육손(현)	203132,213132	1	2	3																
132	8	도•육손(현)	203132,213132	1	2	3	1000002															
132	9	마•육손(현)	204132,214132	1	2	3	1000002	1000042														
132	10	멸•육손(현)	204132,214132	1	2	3	1000002	1000042	1000045													
133	1	정봉(현)	100133																			
133	2	진•정봉(현)	100133	1																		
133	3	귀•정봉(현)	101133	1																		
133	4	신•정봉(현)	101133	1	2																	
133	5	성•정봉(현)	102133	1	2																	
133	6	왕•정봉(현)	102133	1	2	3																
133	7	황•정봉(현)	103133	1	2	3																
133	8	도•정봉(현)	103133	1	2	3	1000000															
133	9	마•정봉(현)	104133	1	2	3	1000000	1000008														
133	10	멸•정봉(현)	104133	1	2	3	1000000	1000008	1000047													
134	1	곽가(현)	300134,310134																			
134	2	진•곽가(현)	300134,310134	1																		
134	3	귀•곽가(현)	301134,311134	1																		
134	4	신•곽가(현)	301134,311134	1	2																	
134	5	성•곽가(현)	302134,312134	1	2																	
134	6	왕•곽가(현)	302134,312134	1	2	3																
134	7	황•곽가(현)	303134,313134	1	2	3																
134	8	도•곽가(현)	303134,313134	1	2	3	1000015															
134	9	마•곽가(현)	304134,314134	1	2	3	1000015	1000017														
134	10	멸•곽가(현)	304134,314134	1	2	3	1000015	1000017	1000030													
135	1	조인(현)	100135,110135																			
135	2	진•조인(현)	100135,110135	1																		
135	3	귀•조인(현)	101135,111135	1																		
135	4	신•조인(현)	101135,111135	1	2																	
135	5	성•조인(현)	102135,112135	1	2																	
135	6	왕•조인(현)	102135,112135	1	2	3																
135	7	황•조인(현)	103135,113135	1	2	3																
135	8	도•조인(현)	103135,113135	1	2	3	1000000															
135	9	마•조인(현)	104135,114135	1	2	3	1000000	1000010														
135	10	멸•조인(현)	104135,114135	1	2	3	1000000	1000010	1000038													
136	1	우길(현)	300136																			
136	2	진•우길(현)	300136	1																		
136	3	귀•우길(현)	301136	1																		
136	4	신•우길(현)	301136	1	2																	
136	5	성•우길(현)	302136	1	2																	
136	6	왕•우길(현)	302136	1	2	3																
136	7	황•우길(현)	303136	1	2	3																
136	8	도•우길(현)	303136	1	2	3	1000019															
136	9	마•우길(현)	304136	1	2	3	1000019	1000022														
136	10	멸•우길(현)	304136	1	2	3	1000019	1000022	1000037													
137	1	좌자(현)	200137,210137																			
137	2	진•좌자(현)	200137,210137	1																		
137	3	귀•좌자(현)	201137,211137	1																		
137	4	신•좌자(현)	201137,211137	1	2																	
137	5	성•좌자(현)	202137,212137	1	2																	
137	6	왕•좌자(현)	202137,212137	1	2	3																
137	7	황•좌자(현)	203137,213137	1	2	3																
137	8	도•좌자(현)	203137,213137	1	2	3	1000016															
137	9	마•좌자(현)	204137,214137	1	2	3	1000016	1000040														
137	10	멸•좌자(현)	204137,214137	1	2	3	1000016	1000040	1000039													
138	1	관은병(현)	200138																			
138	2	진•관은병(현)	200138	1																		
138	3	귀•관은병(현)	201138	1																		
138	4	신•관은병(현)	201138	1	2																	
138	5	성•관은병(현)	202138	1	2																	
138	6	왕•관은병(현)	202138	1	2	3																
138	7	황•관은병(현)	203138	1	2	3																
138	8	도•관은병(현)	203138	1	2	3	1000002															
138	9	마•관은병(현)	204138	1	2	3	1000002	1000025														
138	10	멸•관은병(현)	204138	1	2	3	1000002	1000025	1000035													
139	1	황월영(현)	400139																			
139	2	진•황월영(현)	400139	1																		
139	3	귀•황월영(현)	401139	1																		
139	4	신•황월영(현)	401139	1	2																	
139	5	성•황월영(현)	402139	1	2																	
139	6	왕•황월영(현)	402139	1	2	3																
139	7	황•황월영(현)	403139	1	2	3																
139	8	도•황월영(현)	403139	1	2	3	1000016															
139	9	마•황월영(현)	404139	1	2	3	1000016	1000021														
139	10	멸•황월영(현)	404139	1	2	3	1000016	1000021	1000031													
140	1	손책(현)	100140,110140																			
140	2	진•손책(현)	100140,110140	1																		
140	3	귀•손책(현)	101140,111140	1																		
140	4	신•손책(현)	101140,111140	1	2																	
140	5	성•손책(현)	102140,112140	1	2																	
140	6	왕•손책(현)	102140,112140	1	2	3																
140	7	황•손책(현)	103140,113140	1	2	3																
140	8	도•손책(현)	103140,113140	1	2	3	1000001															
140	9	마•손책(현)	104140,114140	1	2	3	1000001	1000026														
140	10	멸•손책(현)	104140,114140	1	2	3	1000001	1000026	1000035													
141	1	동탁(현)	100141,110141,120141																			
141	2	진•동탁(현)	100141,110141,120141	1																		
141	3	귀•동탁(현)	101141,111141,121141	1																		
141	4	신•동탁(현)	101141,111141,121141	1	2																	
141	5	성•동탁(현)	102141,112141,122141	1	2																	
141	6	왕•동탁(현)	102141,112141,122141	1	2	3																
141	7	황•동탁(현)	103141,113141,123141	1	2	3																
141	8	도•동탁(현)	103141,113141,123141	1	2	3	1000015															
141	9	마•동탁(현)	104141,114141,124141	1	2	3	1000015	1000021														
141	10	멸•동탁(현)	104141,114141,124141	1	2	3	1000015	1000021	1000024													
142	1	방통(현)	200142,210142																			
142	2	진•방통(현)	200142,210142	1																		
142	3	귀•방통(현)	201142,211142	1																		
142	4	신•방통(현)	201142,211142	1	2																	
142	5	성•방통(현)	202142,212142	1	2																	
142	6	왕•방통(현)	202142,212142	1	2	3																
142	7	황•방통(현)	203142,213142	1	2	3																
142	8	도•방통(현)	203142,213142	1	2	3	1000002															
142	9	마•방통(현)	204142,214142	1	2	3	1000002	1000046														
142	10	멸•방통(현)	204142,214142	1	2	3	1000002	1000046	1000037													
9995	1	호군교관	100056																			
9995	2	진•호군교관	100056	10																		
9995	3	귀•호군교관	101056	10																		
9995	4	신•호군교관	101056	10	11																	
9995	5	성•호군교관	102056	10	11																	
9995	6	왕•호군교관	102056	10	11	12																
9995	7	황•호군교관	103056	10	11	12																
9996	1	영군교관	100046																			
9996	2	진•영군교관	100046	10																		
9996	3	귀•영군교관	101046	10																		
9996	4	신•영군교관	101046	10	11																	
9996	5	성•영군교관	102046	10	11																	
9996	6	왕•영군교관	102046	10	11	12																
9996	7	황•영군교관	103046	10	11	12																
9997	1	금위군교관	100056																			
9997	2	진•금위군교관	100056	10																		
9997	3	귀•금위군교관	101056	10																		
9997	4	신•금위군교관	101056	10	11																	
9997	5	성•금위군교관	102056	10	11																	
9997	6	왕•금위군교관	102056	10	11	12																
9997	7	황•금위군교관	103056	10	11	12																
90001	1	황건병사1	100062																			
90001	2	진•황건병사1	100062	10																		
90001	3	귀•황건병사1	101062	10																		
90001	4	신•황건병사1	101062	10	11																	
90001	5	성•황건병사1	102062	10	11																	
90001	6	왕•황건병사1	102062	10	11	12																
90001	7	황•황건병사1	103062	10	11	12																
90002	1	장수 1	100062																			
90002	2	진•A장군	100062	10																		
90002	3	귀•A장군	101062	10																		
90002	4	신•A장군	101062	10	11																	
90002	5	성•A장군	102062	10	11																	
90002	6	왕•A장군	102062	10	11	12																
90002	7	황•A장군	103062	10	11	12																
90003	1	황건두목	100056																			
90003	2	진•황건두목	100056	10																		
90003	3	귀•황건두목	101056	10																		
90003	4	신•황건두목	101056	10	11																	
90003	5	성•황건두목	102056	10	11																	
90003	6	왕•황건두목	102056	10	11	12																
90003	7	황•황건두목	103056	10	11	12																
90004	1	황건병사2	100046																			
90004	2	진•황건병사2	100046	10																		
90004	3	귀•황건병사2	101046	10																		
90004	4	신•황건병사2	101046	10	11																	
90004	5	성•황건병사2	102046	10	11																	
90004	6	왕•황건병사2	102046	10	11	12																
90004	7	황•황건병사2	103046	10	11	12																
90005	1	황건요녀	200072																			
90005	2	진•황건요녀	200072	4																		
90005	3	귀•황건요녀	201072	4																		
90005	4	신•황건요녀	201072	4	5																	
90005	5	성•황건요녀	202072	4	5																	
90005	6	왕•황건요녀	202072	4	5	6																
90005	7	황•황건요녀	203072	4	5	6																
90006	1	정원지	100046																			
90006	2	진•정원지	100046	10																		
90006	3	귀•정원지	101046	10																		
90006	4	신•정원지	101046	10	11																	
90006	5	성•정원지	102046	10	11																	
90006	6	왕•정원지	102046	10	11	12																
90006	7	황•정원지	103046	10	11	12																
90007	1	등무	100048																			
90007	2	진•등무	100048	10																		
90007	3	귀•등무	101048	10																		
90007	4	신•등무	101048	10	11																	
90007	5	성•등무	102048	10	11																	
90007	6	왕•등무	102048	10	11	12																
90007	7	황•등무	103048	10	11	12																
90008	1	고승	100046																			
90008	2	진•고승	100046	10																		
90008	3	귀•고승	101046	10																		
90008	4	신•고승	101046	10	11																	
90008	5	성•고승	102046	10	11																	
90008	6	왕•고승	102046	10	11	12																
90008	7	황•고승	103046	10	11	12																
90009	1	산적1	100056																			
90009	2	진•산적1	100056	10																		
90009	3	귀•산적1	101056	10																		
90009	4	신•산적1	101056	10	11																	
90009	5	성•산적1	102056	10	11																	
90009	6	왕•산적1	102056	10	11	12																
90009	7	황•산적1	103056	10	11	12																
90010	1	산적2	100062																			
90010	2	진•산적2	100062	10																		
90010	3	귀•산적2	101062	10																		
90010	4	신•산적2	101062	10	11																	
90010	5	성•산적2	102062	10	11																	
90010	6	왕•산적2	102062	10	11	12																
90010	7	황•산적2	103062	10	11	12																
90011	1	산적두목	100056																			
90011	2	진•산적두목	100056	10																		
90011	3	귀•산적두목	101056	10																		
90011	4	신•산적두목	101056	10	11																	
90011	5	성•산적두목	102056	10	11																	
90011	6	왕•산적두목	102056	10	11	12																
90011	7	황•산적두목	103056	10	11	12																
90012	1	황건정예병사	100046																			
90012	2	진•황건정예병사	100046	10																		
90012	3	귀•황건정예병사	101046	10																		
90012	4	신•황건정예병사	101046	10	11																	
90012	5	성•황건정예병사	102046	10	11																	
90012	6	왕•황건정예병사	102046	10	11	12																
90012	7	황•황건정예병사	103046	10	11	12																
90013	1	장연	100048																			
90013	2	진•장연	100048	10																		
90013	3	귀•장연	101048	10																		
90013	4	신•장연	101048	10	11																	
90013	5	성•장연	102048	10	11																	
90013	6	왕•장연	102048	10	11	12																
90013	7	황•장연	103048	10	11	12																
90014	1	황건	100046																			
90014	2	진•황건	100046	10																		
90014	3	귀•황건	101046	10																		
90014	4	신•황건	101046	10	11																	
90014	5	성•황건	102046	10	11																	
90014	6	왕•황건	102046	10	11	12																
90014	7	황•황건	103046	10	11	12																
90015	1	산적	100056																			
90015	2	진•산적	100056	10																		
90015	3	귀•산적	101056	10																		
90015	4	신•산적	101056	10	11																	
90015	5	성•산적	102056	10	11																	
90015	6	왕•산적	102056	10	11	12																
90015	7	황•산적	103056	10	11	12																
1000001	1	용사교위	100048																			
1000001	2	진•용사교위	100048	10																		
1000001	3	귀•용사교위	101048	10																		
1000001	4	신•용사교위	101048	10	11																	
1000001	5	성•용사교위	102048	10	11																	
1000001	6	왕•용사교위	102048	10	11	12																
1000001	7	황•용사교위	103048	10	11	12																
1000002	1	도위	100046																			
1000002	2	진•도위	100046	10																		
1000002	3	귀•도위	101046	10																		
1000002	4	신•도위	101046	10	11																	
1000002	5	성•도위	102046	10	11																	
1000002	6	왕•도위	102046	10	11	12																
1000002	7	황•도위	103046	10	11	12																
1000003	1	금위군	100056																			
1000003	2	진•금위군	100056	10																		
1000003	3	귀•금위군	101056	10																		
1000003	4	신•금위군	101056	10	11																	
1000003	5	성•금위군	102056	10	11																	
1000003	6	왕•금위군	102056	10	11	12																
1000003	7	황•금위군	103056	10	11	12																
1000004	1	호위병	100062																			
1000004	2	진•호위병	100062	10																		
1000004	3	귀•호위병	101062	10																		
1000004	4	신•호위병	101062	10	11																	
1000004	5	성•호위병	102062	10	11																	
1000004	6	왕•호위병	102062	10	11	12																
1000004	7	황•호위병	103062	10	11	12																
1000005	1	병조	100062																			
1000005	2	진•병조	100062	10																		
1000005	3	귀•병조	101062	10																		
1000005	4	신•병조	101062	10	11																	
1000005	5	성•병조	102062	10	11																	
1000005	6	왕•병조	102062	10	11	12																
1000005	7	황•병조	103062	10	11	12																
1000006	1	감군	100062																			
1000006	2	진•감군	100062	10																		
1000006	3	귀•감군	101062	10																		
1000006	4	신•감군	101062	10	11																	
1000006	5	성•감군	102062	10	11																	
1000006	6	왕•감군	102062	10	11	12																
1000006	7	황•감군	103062	10	11	12																
1000007	1	호군	100062																			
1000007	2	진•호군	100062	10																		
1000007	3	귀•호군	101062	10																		
1000007	4	신•호군	101062	10	11																	
1000007	5	성•호군	102062	10	11																	
1000007	6	왕•호군	102062	10	11	12																
1000007	7	황•호군	103062	10	11	12																
1000008	1	독군	100046																			
1000008	2	진•독군	100046	10																		
1000008	3	귀•독군	101046	10																		
1000008	4	신•독군	101046	10	11																	
1000008	5	성•독군	102046	10	11																	
1000008	6	왕•독군	102046	10	11	12																
1000008	7	황•독군	103046	10	11	12																
1000009	1	주작사	200072																			
1000009	2	진•주작사	200072	4																		
1000009	3	귀•주작사	201072	4																		
1000009	4	신•주작사	201072	4	5																	
1000009	5	성•주작사	202072	4	5																	
1000009	6	왕•주작사	202072	4	5	6																
1000009	7	황•주작사	203072	4	5	6																
1000010	1	호군교관	100056																			
1000010	2	진•호군교관	100056	10																		
1000010	3	귀•호군교관	101056	10																		
1000010	4	신•호군교관	101056	10	11																	
1000010	5	성•호군교관	102056	10	11																	
1000010	6	왕•호군교관	102056	10	11	12																
1000010	7	황•호군교관	103056	10	11	12																
1000011	1	요희	200092,210092																			
1000011	2	진•요희	200092,210092	4																		
1000011	3	귀•요희	201092,211092	4																		
1000011	4	신•요희	201092,211092	4	5																	
1000011	5	성•요희	202092,212092	4	5																	
1000011	6	왕•요희	202092,212092	4	5	6																
1000011	7	황•요희	203092,213092	4	5	6																
1000012	1	현승	200072																			
1000012	2	진•현승	200072	4																		
1000012	3	귀•현승	201072	4																		
1000012	4	신•현승	201072	4	5																	
1000012	5	성•현승	202072	4	5																	
1000012	6	왕•현승	202072	4	5	6																
1000012	7	황•현승	203072	4	5	6																
1000013	1	군사	200045																			
1000013	2	진•군사	200045	4																		
1000013	3	귀•군사	201045	4																		
1000013	4	신•군사	201045	4	5																	
1000013	5	성•군사	202045	4	5																	
1000013	6	왕•군사	202045	4	5	6																
1000013	7	황•군사	203045	4	5	6																
1000014	1	전군교위	100056																			
1000014	2	진•전군교위	100056	10																		
1000014	3	귀•전군교위	101056	10																		
1000014	4	신•전군교위	101056	10	11																	
1000014	5	성•전군교위	102056	10	11																	
1000014	6	왕•전군교위	102056	10	11	12																
1000014	7	황•전군교위	103056	10	11	12																
1000015	1	사성교위	100056																			
1000015	2	진•사성교위	100056	10																		
1000015	3	귀•사성교위	101056	10																		
1000015	4	신•사성교위	101056	10	11																	
1000015	5	성•사성교위	102056	10	11																	
1000015	6	왕•사성교위	102056	10	11	12																
1000015	7	황•사성교위	103056	10	11	12																
1000016	1	용위기	100046																			
1000016	2	진•용위기	100046	10																		
1000016	3	귀•용위기	101046	10																		
1000016	4	신•용위기	101046	10	11																	
1000016	5	성•용위기	102046	10	11																	
1000016	6	왕•용위기	102046	10	11	12																
1000016	7	황•용위기	103046	10	11	12																
1000017	1	철낭자	100062																			
1000017	2	진•철낭자	100062	10																		
1000017	3	귀•철낭자	101062	10																		
1000017	4	신•철낭자	101062	10	11																	
1000017	5	성•철낭자	102062	10	11																	
1000017	6	왕•철낭자	102062	10	11	12																
1000017	7	황•철낭자	103062	10	11	12																
1000018	1	검호	100051																			
1000018	2	진•검호	100051	10																		
1000018	3	귀•검호	101051	10																		
1000018	4	신•검호	101051	10	11																	
1000018	5	성•검호	102051	10	11																	
1000018	6	왕•검호	102051	10	11	12																
1000018	7	황•검호	103051	10	11	12																
1000019	1	평아	100048																			
1000019	2	진•평아	100048	10																		
1000019	3	귀•평아	101048	10																		
1000019	4	신•평아	101048	10	11																	
1000019	5	성•평아	102048	10	11																	
1000019	6	왕•평아	102048	10	11	12																
1000019	7	황•평아	103048	10	11	12																
1000020	1	나찰녀	200092,210092																			
1000020	2	진•나찰녀	200092,210092	4																		
1000020	3	귀•나찰녀	201092,211092	4																		
1000020	4	신•나찰녀	201092,211092	4	5																	
1000020	5	성•나찰녀	202092,212092	4	5																	
1000020	6	왕•나찰녀	202092,212092	4	5	6																
1000020	7	황•나찰녀	203092,213092	4	5	6																
1000021	1	영군교관	100046																			
1000021	2	진•영군교관	100046	10																		
1000021	3	귀•영군교관	101046	10																		
1000021	4	신•영군교관	101046	10	11																	
1000021	5	성•영군교관	102046	10	11																	
1000021	6	왕•영군교관	102046	10	11	12																
1000021	7	황•영군교관	103046	10	11	12																
1000022	1	금위군교관	100051																			
1000022	2	진•금위군교관	100051	10																		
