小关卡id	小关卡标题	小关卡对话	每日最多	前置完成关卡	等级限制	每次扣除体力	武魂	铜钱奖励	未过回复次数	奖励道具	士兵分布图	主将ID	主将等级	主将阶级	副将1ID	副将1等级	副将1阶级	副将2ID	副将2等级	副将2阶级	步兵1ID	步兵1等级	骑兵2ID	骑兵2等级	弓兵3ID	弓兵3等级	士兵数量等级	特殊增益比例	精英副本增益比例	未过返还体力	主角经验Exp	公会掉落	空行
70	제10관	60,61	99	7,9	1,999	5	38	790	1	5,1,1,100,1,29,1,1,80,1,29,4,1,50,1,43,4,1,35,1,29,1,1,100,2,102,5,1,30,2,37,4,1,25,2,4,4,1,30,2,29,4,1,100,2,43,4,1,35,2	07-10.tmx	1000061	65 	9 	1000046	65 	9	1000032	65	9	1101	10	2101	10	3101	10	20 	0	0.3	5	1915	95,1,1,40,100,1,1,40,76,1,1,40,42,4,1,50,38,4,2,80	
71	제1관	62	99	7,10	1,999	5	42	800	1	6,1,1,100,1,30,1,1,80,1,19,4,1,12,1,43,4,1,35,1,30,1,1,100,2,98,5,1,30,2,37,4,1,25,2,4,4,1,30,2,19,4,1,25,2,43,4,1,35,2	08-01.tmx	1000035	99 	9 	1000032	99 	9	1000033	99	9	1102	1	2102	1	3102	1	20 	0	0.3	5	1950	76,1,1,40,74,1,1,40,112,1,1,40,42,4,2,50,47,4,11,80	
72	제2관	63	99	8,1	1,999	5	42	810	1	7,1,1,100,1,31,1,1,80,1,25,4,1,12,1,43,4,1,35,1,31,1,1,100,2,98,5,1,30,2,37,4,1,25,2,4,4,1,30,2,25,4,1,25,2,43,4,1,35,2	08-02.tmx	1000040	80 	9 	1000033	80 	9	1000034	80	9	1102	1	2102	1	3102	1	20 	0	0.3	5	1985	76,1,1,40,74,1,1,40,112,1,1,40,42,4,2,50,47,4,11,80	
73	제3관	0	99	8,2	1,999	5	42	820	1	8,1,1,100,1,14,1,1,80,1,16,4,1,12,1,43,4,1,35,1,14,1,1,100,2,98,5,1,30,2,37,4,1,25,2,4,4,1,30,2,16,4,1,25,2,43,4,1,35,2	08-03.tmx	1000038	90 	9 	1000034	90 	9	1000035	90	9	1102	1	2102	1	3102	1	20 	0	0.3	5	2020	76,1,1,40,74,1,1,40,112,1,1,40,42,4,2,50,48,4,11,50	
74	제4관	0	99	8,3	1,999	5	42	830	1	9,1,1,100,1,15,1,1,80,1,19,4,1,12,1,43,4,1,35,1,15,1,1,100,2,98,5,1,30,2,37,4,1,25,2,4,4,1,30,2,19,4,1,25,2,43,4,1,35,2	08-04.tmx	1000035	84 	10 	1000034	84 	10	1000036	84	10	1102	2	2102	2	3102	2	20 	0	0.3	5	2055	76,1,1,40,74,1,1,40,112,1,1,40,42,4,2,50,48,4,11,50	
75	제5관	64,65	99	8,4	1,999	5	42	840	1	10,1,1,100,1,16,1,1,80,1,25,4,1,12,1,43,4,1,35,1,16,1,1,100,2,98,5,1,30,2,37,4,1,25,2,4,4,1,30,2,25,4,1,25,2,43,4,1,35,2	08-05.tmx	1000038	74 	10 	1000036	74 	10	1000037	74	10	1102	2	2102	2	3102	2	20 	0	0.3	5	2090	76,1,1,40,74,1,1,40,112,1,1,40,42,4,2,50,38,4,1,80	
76	제6관	0	99	8,5	1,999	5	42	850	1	10,1,1,100,1,17,1,1,80,1,19,4,1,12,1,43,4,1,35,1,17,1,1,100,2,98,5,1,30,2,37,4,1,25,2,4,4,1,30,2,16,4,1,25,2,43,4,1,35,2	08-06.tmx	1000034	79 	10 	1000037	79 	10	1000038	79	10	1102	2	2102	2	3102	2	20 	0	0.3	5	2125	76,1,1,40,74,1,1,40,112,1,1,40,42,4,2,50,50,4,6,50	
77	제7관	66	99	8,6	1,999	5	42	860	1	12,1,1,100,1,18,1,1,80,1,25,4,1,12,1,43,4,1,35,1,18,1,1,100,2,98,5,1,30,2,37,4,1,25,2,4,4,1,30,2,19,4,1,25,2,43,4,1,35,2	08-07.tmx	1000032	89 	10 	1000038	89 	10	1000039	89	10	1102	2	2102	2	3102	2	20 	0	0.3	5	2160	76,1,1,40,74,1,1,40,112,1,1,40,42,4,2,50,50,4,6,50	
78	제8관	67	99	8,7	1,999	5	42	870	1	13,1,1,100,1,19,1,1,80,1,16,4,1,12,1,43,4,1,35,1,19,1,1,100,2,98,5,1,30,2,37,4,1,25,2,4,4,1,30,2,25,4,1,25,2,43,4,1,35,2	08-08.tmx	1000039	79 	10 	1000032	79 	10	1000040	79	10	1102	3	2102	3	3102	3	20 	0	0.3	5	2195	76,1,1,40,74,1,1,40,112,1,1,40,42,4,2,50,49,4,6,50	
79	제9관	68	99	8,8	1,999	5	42	880	1	1,1,1,100,1,20,1,1,80,1,19,4,1,12,1,43,4,1,35,1,20,1,1,100,2,98,5,1,30,2,37,4,1,25,2,4,4,1,30,2,16,4,1,25,2,43,4,1,35,2	08-09.tmx	1000032	68 	10 	1000040	68 	10	1000041	68	10	1102	3	2102	3	3102	3	20 	0	0.3	5	2230	76,1,1,40,74,1,1,40,112,1,1,40,42,4,2,50,49,4,6,50	
80	제10관	69,70	99	8,9	1,999	5	42	890	1	2,1,1,100,1,21,1,1,80,1,25,4,1,12,1,43,4,1,35,1,21,1,1,100,2,98,5,1,30,2,37,4,1,25,2,4,4,1,30,2,19,4,1,25,2,43,4,1,35,2	08-10.tmx	1000086	55 	10 	1000041	55 	10	1000039	55	10	1102	4	2102	4	3102	4	20 	0	0.3	5	2265	76,1,1,40,74,1,1,40,112,1,1,40,42,4,2,50,38,4,3,80	
81	제1관	71	99	8,10	1,999	5	48	900	1	3,1,1,100,1,22,1,1,80,1,16,4,1,12,1,43,4,1,35,1,22,1,1,100,2,85,5,1,30,2,37,4,1,25,2,4,4,1,30,2,25,4,1,25,2,43,4,1,35,2	09-01.tmx	1000044	63 	10 	1000047	63 	10	1000048	63	10	1102	4	2102	4	3102	4	20 	0	0.3	5	2300	112,1,1,40,105,1,1,40,107,1,1,40,42,4,3,50,47,4,12,80	
82	제2관	0	99	9,1	1,999	5	48	910	1	4,1,1,100,1,23,1,1,80,1,19,4,1,12,1,43,4,1,35,1,23,1,1,100,2,85,5,1,30,2,37,4,1,25,2,4,4,1,30,2,16,4,1,25,2,43,4,1,35,2	09-02.tmx	1000068	57 	11 	1000048	57 	11	1000049	57	11	1102	4	2102	4	3102	4	20 	0	0.3	5	2330	112,1,1,40,105,1,1,40,107,1,1,40,42,4,3,50,47,4,12,80	
83	제3관	72	99	9,2	1,999	5	48	920	1	5,1,1,100,1,24,1,1,80,1,25,4,1,12,1,43,4,1,35,1,24,1,1,100,2,85,5,1,30,2,37,4,1,25,2,4,4,1,30,2,25,4,1,25,2,43,4,1,35,2	09-03.tmx	1000051	63 	11 	1000049	63 	11	1000050	63	11	1102	5	2102	5	3102	5	20 	0	0.3	5	2360	112,1,1,40,105,1,1,40,107,1,1,40,42,4,3,50,48,4,12,50	
84	제4관	0	99	9,3	1,999	5	48	930	1	6,1,1,100,1,25,1,1,80,1,16,4,1,12,1,43,4,1,35,1,25,1,1,100,2,85,5,1,30,2,37,4,1,25,2,4,4,1,30,2,16,4,1,25,2,43,4,1,35,2	09-04.tmx	1000041	67 	11 	1000050	67 	11	1000051	67	11	1102	5	2102	5	3102	5	20 	0	0.3	5	2390	112,1,1,40,105,1,1,40,107,1,1,40,42,4,3,50,48,4,12,50	
85	제5관	73,74	99	9,4	1,999	5	48	940	1	7,1,1,100,1,26,1,1,80,1,19,4,1,12,1,43,4,1,35,1,26,1,1,100,2,85,5,1,30,2,37,4,1,25,2,4,4,1,30,2,19,4,1,25,2,43,4,1,35,2	09-05.tmx	1000049	65 	11 	1000051	65 	11	1000052	65	11	1102	5	2102	5	3102	5	20 	0	0.3	5	2420	112,1,1,40,105,1,1,40,107,1,1,40,42,4,3,50,38,4,4,80	
86	제6관	0	99	9,5	1,999	5	48	950	1	8,1,1,100,1,27,1,1,80,1,25,4,1,12,1,43,4,1,35,1,27,1,1,100,2,85,5,1,30,2,37,4,1,25,2,4,4,1,30,2,25,4,1,25,2,43,4,1,35,2	09-06.tmx	1000048	68 	11 	1000052	68 	11	1000053	68	11	1102	6	2102	6	3102	6	20 	0	0.3	5	2450	112,1,1,40,105,1,1,40,107,1,1,40,42,4,3,50,50,4,7,50	
87	제7관	75	99	9,6	1,999	5	48	960	1	9,1,1,100,1,28,1,1,80,1,16,4,1,12,1,43,4,1,35,1,28,1,1,100,2,85,5,1,30,2,37,4,1,25,2,4,4,1,30,2,16,4,1,25,2,43,4,1,35,2	09-07.tmx	1000050	68 	11 	1000053	68 	11	1000054	68	11	1102	6	2102	6	3102	6	20 	0	0.3	5	2480	112,1,1,40,105,1,1,40,107,1,1,40,42,4,3,50,50,4,7,50	
88	제8관	76	99	9,7	1,999	5	48	970	1	10,1,1,100,1,29,1,1,80,1,19,4,1,12,1,43,4,1,35,1,29,1,1,100,2,85,5,1,30,2,37,4,1,25,2,4,4,1,30,2,19,4,1,25,2,43,4,1,35,2	09-08.tmx	1000043	70 	11 	1000054	70 	11	1000055	70	11	1102	6	2102	6	3102	6	20 	0	0.3	5	2510	112,1,1,40,105,1,1,40,107,1,1,40,42,4,3,50,49,4,7,50	
89	제9관	0	99	9,8	1,999	5	48	980	1	11,1,1,100,1,30,1,1,80,1,25,4,1,12,1,43,4,1,35,1,30,1,1,100,2,85,5,1,30,2,37,4,1,25,2,4,4,1,30,2,25,4,1,25,2,43,4,1,35,2	09-09.tmx	1000060	73 	11 	1000055	73 	11	1000056	73	11	1102	6	2102	6	3102	6	20 	0	0.3	5	2540	112,1,1,40,105,1,1,40,107,1,1,40,42,4,3,50,49,4,7,50	
90	제10관	77,87	99	9,9	1,999	5	48	990	1	12,1,1,100,1,31,1,1,80,1,16,4,1,12,1,43,4,1,35,1,31,1,1,100,2,85,5,1,30,2,37,4,1,25,2,4,4,1,30,2,16,4,1,25,2,43,4,1,35,2	09-10.tmx	1000086	65 	12 	1000056	65 	12	1000057	65	12	1102	7	2102	7	3102	7	20 	0	0.3	5	2570	112,1,1,40,105,1,1,40,107,1,1,40,42,4,3,50,38,4,5,80	
91	제1관	79	99	9,10	1,999	5	54	1000	1	13,1,1,100,1,14,1,1,80,1,19,4,1,12,1,43,4,1,35,1,14,1,1,100,2,95,5,1,30,2,37,4,1,25,2,4,4,1,30,2,19,4,1,25,2,43,4,1,35,2	10-01.tmx	1000040	80 	12 	1000057	80 	12	1000058	80	12	1102	7	2102	7	3102	7	20 	0	0.3	5	2600	107,1,1,40,80,1,1,40,101,1,1,40,42,4,4,50,47,4,13,80	
92	제2관	0	99	10,1	1,999	5	54	1010	1	1,1,1,100,1,15,1,1,80,1,25,4,1,12,1,43,4,1,35,1,15,1,1,100,2,95,5,1,30,2,37,4,1,25,2,4,4,1,30,2,25,4,1,25,2,43,4,1,35,2	10-02.tmx	1000062	88 	12 	1000058	88 	12	1000059	88	12	1102	7	2102	7	3102	7	20 	0	0.3	5	2630	107,1,1,40,80,1,1,40,101,1,1,40,42,4,4,50,47,4,13,80	
93	제3관	80	99	10,2	1,999	5	54	1020	1	2,1,1,100,1,16,1,1,80,1,16,4,1,12,1,43,4,1,35,1,16,1,1,100,2,95,5,1,30,2,37,4,1,25,2,4,4,1,30,2,16,4,1,25,2,43,4,1,35,2	10-03.tmx	1000057	81 	12 	1000059	81 	12	1000060	81	12	1102	8	2102	8	3102	8	20 	0	0.3	5	2660	107,1,1,40,80,1,1,40,101,1,1,40,42,4,4,50,48,4,13,50	
94	제4관	0	99	10,3	1,999	5	54	1030	1	3,1,1,100,1,17,1,1,80,1,19,4,1,12,1,43,4,1,35,1,17,1,1,100,2,95,5,1,30,2,37,4,1,25,2,4,4,1,30,2,19,4,1,25,2,43,4,1,35,2	10-04.tmx	1000055	75 	12 	1000060	75 	12	1000061	75	12	1102	8	2102	8	3102	8	20 	0	0.3	5	2690	107,1,1,40,80,1,1,40,101,1,1,40,42,4,4,50,48,4,13,50	
95	제5관	81,82	99	10,4	1,999	5	54	1040	1	4,1,1,100,1,18,1,1,80,1,25,4,1,12,1,43,4,1,35,1,18,1,1,100,2,95,5,1,30,2,37,4,1,25,2,4,4,1,30,2,25,4,1,25,2,43,4,1,35,2	10-05.tmx	1000056	89 	12 	1000061	89 	12	1000062	89	12	1102	8	2102	8	3102	8	20 	0	0.3	5	2720	107,1,1,40,80,1,1,40,101,1,1,40,42,4,4,50,38,4,6,80	
96	제6관	83	99	10,5	1,999	5	54	1050	1	5,1,1,100,1,19,1,1,80,1,16,4,1,12,1,43,4,1,35,1,19,1,1,100,2,95,5,1,30,2,37,4,1,25,2,4,4,1,30,2,16,4,1,25,2,43,4,1,35,2	10-06.tmx	1000055	88 	12 	1000062	88 	12	1000063	88	12	1102	9	2102	9	3102	9	20 	0	0.3	5	2750	107,1,1,40,80,1,1,40,101,1,1,40,42,4,4,50,50,4,8,50	
97	제7관	84	99	10,6	1,999	5	54	1060	1	6,1,1,100,1,20,1,1,80,1,19,4,1,12,1,43,4,1,35,1,20,1,1,100,2,95,5,1,30,2,37,4,1,25,2,4,4,1,30,2,19,4,1,25,2,43,4,1,35,2	10-07.tmx	1000063	86 	12 	1000047	86 	12	1000064	86	12	1102	9	2102	9	3102	9	20 	0	0.3	5	2780	107,1,1,40,80,1,1,40,101,1,1,40,42,4,4,50,50,4,8,50	
98	제8관	0	99	10,7	1,999	5	54	1070	1	7,1,1,100,1,21,1,1,80,1,25,4,1,12,1,43,4,1,35,1,21,1,1,100,2,95,5,1,30,2,37,4,1,25,2,4,4,1,30,2,25,4,1,25,2,43,4,1,35,2	10-08.tmx	1000072	86 	13 	1000064	86 	13	1000065	86	13	1102	9	2102	9	3102	9	20 	0	0.3	5	2810	107,1,1,40,80,1,1,40,101,1,1,40,42,4,4,50,49,4,8,50	
99	제9관	0	99	10,8	1,999	5	54	1080	1	8,1,1,100,1,22,1,1,80,1,16,4,1,12,1,43,4,1,35,1,22,1,1,100,2,95,5,1,30,2,37,4,1,25,2,4,4,1,30,2,16,4,1,25,2,43,4,1,35,2	10-09.tmx	1000059	88 	13 	1000065	88 	13	1000066	88	13	1102	9	2102	9	3102	9	20 	0	0.3	5	2840	107,1,1,40,80,1,1,40,101,1,1,40,42,4,4,50,49,4,8,50	
100	제10관	85,86	99	10,9	1,999	5	54	1090	1	9,1,1,100,1,23,1,1,80,1,19,4,1,12,1,43,4,1,35,1,23,1,1,100,2,95,5,1,30,2,37,4,1,25,2,4,4,1,30,2,19,4,1,25,2,43,4,1,35,2	10-10.tmx	1000094	81 	13 	1000066	81 	13	1000067	81	13	1102	10	2102	10	3102	10	20 	0	0.3	5	2870	107,1,1,40,80,1,1,40,101,1,1,40,42,4,4,50,38,4,7,80	
101	제1관	87	99	10,10	1,999	5	60	1100	1	14,1,1,100,1,24,1,1,80,1,25,4,1,12,1,43,4,1,35,1,24,1,1,100,2,114,5,1,15,2,38,4,1,7,2,4,4,1,30,2,25,4,1,25,2,43,4,1,35,2	11-01.tmx	1000073	94 	13 	1000067	94 	13	1000068	94	13	1102	10	2102	10	3102	10	20 	0	0.3	5	2882	101,1,1,40,96,1,1,40,93,1,1,40,42,4,5,50,47,4,14,80	
102	제2관	88	99	11,1	1,999	5	60	1110	1	15,1,1,100,1,25,1,1,80,1,16,4,1,12,1,43,4,1,35,1,25,1,1,100,2,114,5,1,15,2,38,4,1,7,2,4,4,1,30,2,16,4,1,25,2,43,4,1,35,2	11-02.tmx	1000064	90 	13 	1000068	90 	13	1000069	90	13	1102	10	2102	10	3102	10	20 	0	0.3	5	2895	101,1,1,40,96,1,1,40,93,1,1,40,42,4,5,50,47,4,14,80	
103	제3관	0	99	11,2	1,999	5	60	1120	1	16,1,1,100,1,26,1,1,80,1,19,4,1,12,1,43,4,1,35,1,26,1,1,100,2,114,5,1,15,2,38,4,1,7,2,4,4,1,30,2,19,4,1,25,2,43,4,1,35,2	11-03.tmx	1000044	97 	13 	1000069	97 	13	1000070	97	13	1102	11	2102	11	3102	11	20 	0	0.3	5	2907	101,1,1,40,96,1,1,40,93,1,1,40,42,4,5,50,48,4,14,50	
104	제4관	0	99	11,3	1,999	5	60	1130	1	17,1,1,100,1,27,1,1,80,1,25,4,1,12,1,43,4,1,35,1,27,1,1,100,2,114,5,1,15,2,38,4,1,7,2,4,4,1,30,2,25,4,1,25,2,43,4,1,35,2	11-04.tmx	1000061	107 	13 	1000070	107 	13	1000071	107	13	1102	11	2102	11	3102	11	20 	0	0.3	5	2920	101,1,1,40,96,1,1,40,93,1,1,40,42,4,5,50,48,4,14,50	
105	제5관	89,90	99	11,4	1,999	5	60	1140	1	18,1,1,100,1,28,1,1,80,1,16,4,1,12,1,43,4,1,35,1,28,1,1,100,2,114,5,1,15,2,38,4,1,7,2,4,4,1,30,2,16,4,1,25,2,43,4,1,35,2	11-05.tmx	1000049	110 	13 	1000071	110 	13	1000072	110	13	1102	11	2102	11	3102	11	20 	0	0.3	5	2932	101,1,1,40,96,1,1,40,93,1,1,40,42,4,5,50,38,4,8,80	
106	제6관	91	99	11,5	1,999	5	60	1150	1	19,1,1,100,1,29,1,1,80,1,19,4,1,12,1,43,4,1,35,1,29,1,1,100,2,114,5,1,15,2,38,4,1,7,2,4,4,1,30,2,19,4,1,25,2,43,4,1,35,2	11-06.tmx	1000054	104 	14 	1000072	104 	14	1000073	104	14	1102	12	2102	12	3102	12	20 	0	0.3	5	2945	101,1,1,40,96,1,1,40,93,1,1,40,42,4,5,50,50,4,9,50	
107	제7관	0	99	11,6	1,999	5	60	1160	1	20,1,1,100,1,30,1,1,80,1,25,4,1,12,1,43,4,1,35,1,30,1,1,100,2,114,5,1,15,2,38,4,1,7,2,4,4,1,30,2,25,4,1,25,2,43,4,1,35,2	11-07.tmx	1000072	107 	14 	1000073	107 	14	1000047	107	14	1102	12	2102	12	3102	12	20 	0	0.3	5	2957	101,1,1,40,96,1,1,40,93,1,1,40,42,4,5,50,50,4,9,50	
108	제8관	0	99	11,7	1,999	5	60	1170	1	21,1,1,100,1,31,1,1,80,1,16,4,1,12,1,43,4,1,35,1,31,1,1,100,2,114,5,1,15,2,38,4,1,7,2,4,4,1,30,2,16,4,1,25,2,43,4,1,35,2	11-08.tmx	1000055	110 	14 	1000047	110 	14	1000048	110	14	1102	12	2102	12	3102	12	20 	0	0.3	5	2970	101,1,1,40,96,1,1,40,93,1,1,40,42,4,5,50,49,4,9,50	
109	제9관	92	99	11,8	1,999	5	60	1180	1	22,1,1,100,1,14,1,1,80,1,19,4,1,12,1,43,4,1,35,1,14,1,1,100,2,114,5,1,15,2,38,4,1,7,2,4,4,1,30,2,19,4,1,25,2,43,4,1,35,2	11-09.tmx	1000071	116 	14 	1000048	116 	14	1000049	116	14	1102	12	2102	12	3102	12	20 	0	0.3	5	2982	101,1,1,40,96,1,1,40,93,1,1,40,42,4,5,50,49,4,9,50	
110	제10관	93,94	99	11,9	1,999	5	60	1190	1	23,1,1,100,1,15,1,1,80,1,25,4,1,12,1,43,4,1,35,1,15,1,1,100,2,114,5,1,15,2,38,4,1,7,2,4,4,1,30,2,25,4,1,25,2,43,4,1,35,2	11-10.tmx	1000112	93 	14 	1000049	93 	14	1000050	93	14	1102	13	2102	13	3102	13	20 	0	0.3	5	2995	101,1,1,40,96,1,1,40,93,1,1,40,42,4,5,50,38,4,9,80	
111	제1관	95	99	11,10	1,999	5	68	1200	1	24,1,1,100,1,34,1,1,20,1,16,4,1,12,1,43,4,1,35,1,34,1,1,40,2,117,5,1,15,2,38,4,1,7,2,4,4,1,30,2,16,4,1,25,2,43,4,1,35,2	12-01.tmx	1000066	115 	14 	1000050	115 	14	1000051	115	14	1102	13	2102	13	3102	13	20 	0	0.3	5	3007	89,1,1,40,91,1,1,40,110,1,1,40,42,4,6,50,47,4,15,80	
112	제2관	0	99	12,1	1,999	5	68	1210	1	25,1,1,100,1,35,1,1,20,1,19,4,1,12,1,43,4,1,35,1,35,1,1,40,2,117,5,1,15,2,38,4,1,7,2,4,4,1,30,2,19,4,1,25,2,43,4,1,35,2	12-02.tmx	1000050	112 	15 	1000051	112 	15	1000052	112	15	1102	13	2102	13	3102	13	20 	0	0.3	5	3020	89,1,1,40,91,1,1,40,110,1,1,40,42,4,6,50,47,4,15,80	
113	제3관	96	99	12,2	1,999	5	68	1220	1	26,1,1,100,1,36,1,1,20,1,25,4,1,12,1,43,4,1,35,1,36,1,1,40,2,117,5,1,15,2,38,4,1,7,2,4,4,1,30,2,25,4,1,25,2,43,4,1,35,2	12-03.tmx	1000057	105 	15 	1000052	105 	15	1000053	105	15	1102	14	2102	14	3102	14	20 	0	0.3	5	3032	89,1,1,40,91,1,1,40,110,1,1,40,42,4,6,50,48,4,15,50	
114	제4관	0	99	12,3	1,999	5	68	1230	1	27,1,1,100,1,37,1,1,20,1,16,4,1,12,1,43,4,1,35,1,37,1,1,40,2,117,5,1,15,2,38,4,1,7,2,4,4,1,30,2,16,4,1,25,2,43,4,1,35,2	12-04.tmx	1000051	110 	15 	1000053	110 	15	1000054	110	15	1102	14	2102	14	3102	14	20 	0	0.3	5	3045	89,1,1,40,91,1,1,40,110,1,1,40,42,4,6,50,48,4,15,50	
115	제5관	97,98	99	12,4	1,999	5	68	1240	1	28,1,1,100,1,38,1,1,20,1,19,4,1,12,1,43,4,1,35,1,38,1,1,40,2,117,5,1,15,2,38,4,1,7,2,4,4,1,30,2,19,4,1,25,2,43,4,1,35,2	12-05.tmx	1000050	109 	15 	1000054	109 	15	1000055	109	15	1102	14	2102	14	3102	14	20 	0	0.3	5	3057	89,1,1,40,91,1,1,40,110,1,1,40,42,4,6,50,38,4,10,80	
116	제6관	99	99	12,5	1,999	5	68	1250	1	29,1,1,100,1,39,1,1,20,1,25,4,1,12,1,43,4,1,35,1,39,1,1,40,2,117,5,1,15,2,38,4,1,7,2,4,4,1,30,2,25,4,1,25,2,43,4,1,35,2	12-06.tmx	1000064	108 	16 	1000055	108 	16	1000056	108	16	1102	15	2102	15	3102	15	20 	0	0.3	5	3070	89,1,1,40,91,1,1,40,110,1,1,40,42,4,6,50,50,4,10,50	
117	제7관	0	99	12,6	1,999	5	68	1260	1	30,1,1,100,1,32,1,1,20,1,16,4,1,12,1,43,4,1,35,1,32,1,1,40,2,117,5,1,15,2,38,4,1,7,2,4,4,1,30,2,16,4,1,25,2,43,4,1,35,2	12-07.tmx	1000040	115 	16 	1000056	115 	16	1000057	115	16	1102	15	2102	15	3102	15	20 	0	0.3	5	3082	89,1,1,40,91,1,1,40,110,1,1,40,42,4,6,50,50,4,10,50	
118	제8관	0	99	12,7	1,999	5	68	1270	1	31,1,1,100,1,33,1,1,20,1,19,4,1,12,1,43,4,1,35,1,33,1,1,40,2,117,5,1,15,2,38,4,1,7,2,4,4,1,30,2,19,4,1,25,2,43,4,1,35,2	12-08.tmx	1000065	110 	16 	1000057	110 	16	1000058	110	16	1102	15	2102	15	3102	15	20 	0	0.3	5	3095	89,1,1,40,91,1,1,40,110,1,1,40,42,4,6,50,49,4,10,50	
119	제9관	0	99	12,8	1,999	5	68	1280	1	22,1,1,100,1,34,1,1,20,1,25,4,1,12,1,43,4,1,35,1,34,1,1,40,2,117,5,1,15,2,38,4,1,7,2,4,4,1,30,2,25,4,1,25,2,43,4,1,35,2	12-09.tmx	1000049	113 	16 	1000058	113 	16	1000059	113	16	1102	15	2102	15	3102	15	20 	0	0.3	5	3107	89,1,1,40,91,1,1,40,110,1,1,40,42,4,6,50,49,4,10,50	
120	제10관	100,101	99	12,9	1,999	5	68	1290	1	23,1,1,100,1,35,1,1,20,1,16,4,1,12,1,43,4,1,35,1,35,1,1,40,2,117,5,1,15,2,38,4,1,7,2,4,4,1,30,2,16,4,1,25,2,43,4,1,35,2	12-10.tmx	1000104	94 	17 	1000059	94 	17	1000063	94	17	1102	16	2102	16	3102	16	20 	0	0.3	5	3120	89,1,1,40,91,1,1,40,110,1,1,40,42,4,6,50,38,4,11,80	
121	제1관	102	99	12,10	1,999	5	79	1300	1	24,1,1,100,1,36,1,1,25,1,19,4,1,12,1,43,4,1,35,1,36,1,1,50,2,118,5,1,15,2,38,4,1,7,2,4,4,1,30,2,19,4,1,25,2,43,4,1,35,2	13-01.tmx	1000100	82 	17 	1000074	82 	17	1000075	82	17	1102	16	2102	16	3102	16	20 	0	0.3	5	3132	77,1,1,40,82,1,1,40,90,1,1,40,42,4,7,50,47,4,16,80	
122	제2관	0	99	13,1	1,999	5	79	1310	1	25,1,1,100,1,37,1,1,25,1,25,4,1,12,1,43,4,1,35,1,37,1,1,50,2,118,5,1,15,2,38,4,1,7,2,4,4,1,30,2,25,4,1,25,2,43,4,1,35,2	13-02.tmx	1000074	79 	17 	1000075	79 	17	1000076	79	17	1102	16	2102	16	3102	16	20 	0	0.3	5	3145	77,1,1,40,82,1,1,40,90,1,1,40,42,4,7,50,47,4,16,80	
123	제3관	103	99	13,2	1,999	5	79	1320	1	26,1,1,100,1,38,1,1,25,1,16,4,1,12,1,43,4,1,35,1,38,1,1,50,2,118,5,1,15,2,38,4,1,7,2,4,4,1,30,2,16,4,1,25,2,43,4,1,35,2	13-03.tmx	1000078	77 	17 	1000076	77 	17	1000077	77	17	1102	17	2102	17	3102	17	20 	0	0.3	5	3157	77,1,1,40,82,1,1,40,90,1,1,40,42,4,7,50,48,4,16,50	
124	제4관	0	99	13,3	1,999	5	79	1330	1	27,1,1,100,1,39,1,1,25,1,19,4,1,12,1,43,4,1,35,1,39,1,1,50,2,118,5,1,15,2,38,4,1,7,2,4,4,1,30,2,19,4,1,25,2,43,4,1,35,2	13-04.tmx	1000090	75 	18 	1000077	75 	18	1000078	75	18	1102	17	2102	17	3102	17	20 	0	0.3	5	3170	77,1,1,40,82,1,1,40,90,1,1,40,42,4,7,50,48,4,16,50	
125	제5관	104,105	99	13,4	1,999	5	79	1340	1	28,1,1,100,1,32,1,1,25,1,25,4,1,12,1,43,4,1,35,1,47,4,1,60,2,118,5,1,15,2,38,4,1,7,2,4,4,1,30,2,25,4,1,25,2,43,4,1,35,2	13-05.tmx	1000077	81 	18 	1000078	81 	18	1000079	81	18	1102	17	2102	17	3102	17	20 	0	0.3	5	3182	77,1,1,40,82,1,1,40,90,1,1,40,42,4,7,50,38,4,12,80	
126	제6관	106	99	13,5	1,999	5	79	1350	1	29,1,1,100,1,33,1,1,25,1,16,4,1,12,1,43,4,1,35,1,33,1,1,50,2,118,5,1,15,2,38,4,1,7,2,4,4,1,30,2,16,4,1,25,2,43,4,1,35,2	13-06.tmx	1000090	89 	18 	1000079	89 	18	1000080	89	18	1102	18	2102	18	3102	18	20 	0	0.3	5	3195	77,1,1,40,82,1,1,40,90,1,1,40,42,4,7,50,50,4,11,50	
127	제7관	0	99	13,6	1,999	5	79	1360	1	30,1,1,100,1,34,1,1,25,1,19,4,1,12,1,43,4,1,35,1,34,1,1,50,2,118,5,1,15,2,38,4,1,7,2,4,4,1,30,2,19,4,1,25,2,43,4,1,35,2	13-07.tmx	1000095	94 	18 	1000080	94 	18	1000081	94	18	1102	18	2102	18	3102	18	20 	0	0.3	5	3207	77,1,1,40,82,1,1,40,90,1,1,40,42,4,7,50,50,4,11,50	
128	제8관	0	99	13,7	1,999	5	79	1370	1	31,1,1,100,1,35,1,1,25,1,25,4,1,12,1,43,4,1,35,1,35,1,1,50,2,118,5,1,15,2,38,4,1,7,2,4,4,1,30,2,25,4,1,25,2,43,4,1,35,2	13-08.tmx	1000084	93 	19 	1000081	93 	19	1000082	93	19	1102	18	2102	18	3102	18	20 	0	0.3	5	3220	77,1,1,40,82,1,1,40,90,1,1,40,42,4,7,50,49,4,11,50	
